t_Android;t_unix;x;y;z;0;a
126929570807486;1764844873522;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929580756965;1764844873522;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929590687121;1764844873548;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929600651705;1764844873548;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929610601392;1764844873552;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929620519569;1764844873562;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929630497538;1764844873572;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929640399778;1764844873597;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929650350090;1764844873597;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929660301236;1764844873601;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929670251184;1764844873619;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929680192069;1764844873621;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929689940975;1764844873646;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929700045715;1764844873646;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929709899205;1764844873651;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929719963736;1764844873662;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929729912590;1764844873671;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929739831340;1764844873697;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929749787121;1764844873697;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929759994621;1764844873704;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929769648111;1764844873711;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929779612434;1764844873722;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929789545194;1764844873747;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929799496184;1764844873747;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929809434934;1764844873750;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929819385090;1764844873771;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929829340507;1764844873771;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929839265663;1764844873796;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929849203371;1764844873796;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929859157955;1764844873800;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929869104361;1764844873810;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929879053580;1764844873821;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929888974621;1764844873846;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929898905507;1764844873846;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929908872121;1764844873850;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929918807694;1764844873860;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929928755767;1764844873871;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929938694100;1764844873896;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929948651132;1764844873896;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929958577642;1764844873900;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929968641132;1764844873910;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929978455559;1764844873919;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929988381236;1764844873946;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126929998340611;1764844873946;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126930008354517;1764844873950;-0.2519894;0.17737842;-0.09767914;0.94630706;3
126930018293215;1764844873961;-0.2519894;0.17737842;-0.09767914;0.94630706;3
